date,order_id,product,channel,amount,is_repeat
2025-12-24,ord_2567,Dinner Plate Set,direct,114.79,0
2025-12-24,ord_2568,Sunset Mug,referral,43.8,1
2025-12-24,ord_2569,Dinner Plate Set,instagram,153.85,0
2025-12-24,ord_2570,Sunset Mug,instagram,45.61,0
2025-12-24,ord_2571,Espresso Cup Pair,instagram,50.99,0
2025-12-24,ord_2572,Planter,referral,43.59,0
2025-12-24,ord_2573,Dinner Plate Set,referral,130.96,0
2025-12-24,ord_2574,Sunset Mug,instagram,33.54,0
2025-12-24,ord_2575,Sunset Mug,direct,34.18,0
2025-12-24,ord_2576,Sunset Mug,instagram,37.39,0
2025-12-24,ord_2577,Sunset Mug,referral,38.35,1
2025-12-24,ord_2578,Butter Dish,instagram,45.62,1
2025-12-24,ord_2579,Serving Platter,unknown,85.63,1
2025-12-24,ord_2580,Planter,direct,64.75,0
2025-12-24,ord_2581,Sunset Mug,instagram,45.46,0
2025-12-24,ord_2582,Butter Dish,instagram,45.12,0
2025-12-24,ord_2583,Butter Dish,direct,37.18,0
2025-12-24,ord_2584,Speckled Bowl,instagram,38.41,1
2025-12-24,ord_2585,Planter,direct,50.05,1
2025-12-24,ord_2586,Ridge Vase,instagram,64.94,1
2025-12-24,ord_2587,Sunset Mug,instagram,46.73,0
2025-12-24,ord_2588,Speckled Bowl,instagram,50.37,0
2025-12-24,ord_2589,Butter Dish,referral,36.15,1
2025-12-24,ord_2590,Dinner Plate Set,instagram,148.21,0
2025-12-24,ord_2591,Sunset Mug,unknown,39.18,0
2025-12-24,ord_2592,Sunset Mug,instagram,47.87,0
2025-12-24,ord_2593,Butter Dish,instagram,37.06,0
2025-12-24,ord_2594,Dinner Plate Set,direct,111.19,1
2025-12-24,ord_2595,Espresso Cup Pair,direct,41.49,1
2025-12-24,ord_2596,Planter,direct,56.25,0
2025-12-24,ord_2597,Planter,instagram,49.03,1
2025-12-24,ord_2598,Serving Platter,direct,98.34,0
2025-12-24,ord_2599,Serving Platter,direct,89.18,1
2025-12-24,ord_2600,Dinner Plate Set,referral,155.86,0
2025-12-24,ord_2601,Sunset Mug,unknown,39.52,0
2025-12-24,ord_2602,Sunset Mug,instagram,50.9,0
2025-12-24,ord_2603,Espresso Cup Pair,instagram,44.24,0
2025-12-24,ord_2604,Speckled Bowl,direct,45.37,0
2025-12-24,ord_2605,Sunset Mug,direct,43.55,1
2025-12-24,ord_2606,Serving Platter,instagram,89.09,1
2025-12-24,ord_2607,Butter Dish,direct,38.14,1
2025-12-24,ord_2608,Sunset Mug,unknown,39.06,0
2025-12-24,ord_2609,Planter,direct,55.26,0
2025-12-24,ord_2610,Sunset Mug,instagram,37.85,1
2025-12-24,ord_2611,Espresso Cup Pair,instagram,36.09,0
2025-12-24,ord_2612,Ridge Vase,unknown,80.12,0
2025-12-24,ord_2613,Planter,instagram,49.67,0
2025-12-24,ord_2614,Planter,direct,47.61,1
2025-12-24,ord_2615,Sunset Mug,referral,33.06,0
2025-12-24,ord_2616,Ridge Vase,instagram,54.71,0
2025-12-24,ord_2617,Espresso Cup Pair,referral,46.74,1
2025-12-25,ord_2618,Sunset Mug,instagram,36.83,0
2025-12-25,ord_2619,Dinner Plate Set,direct,117.9,0
2025-12-25,ord_2620,Speckled Bowl,instagram,58.44,1
2025-12-25,ord_2621,Planter,direct,42.84,1
2025-12-25,ord_2622,Ridge Vase,unknown,72.66,1
2025-12-25,ord_2623,Espresso Cup Pair,instagram,41.45,0
2025-12-25,ord_2624,Ridge Vase,direct,56.41,0
2025-12-25,ord_2625,Sunset Mug,referral,44.71,0
2025-12-25,ord_2626,Dinner Plate Set,direct,122.49,0
2025-12-25,ord_2627,Speckled Bowl,instagram,42.54,0
2025-12-25,ord_2628,Sunset Mug,instagram,45.25,0
2025-12-25,ord_2629,Espresso Cup Pair,instagram,45.22,1
2025-12-25,ord_2630,Dinner Plate Set,referral,141.21,1
2025-12-25,ord_2631,Speckled Bowl,direct,54.74,0
2025-12-25,ord_2632,Planter,direct,55.85,0
2025-12-25,ord_2633,Butter Dish,instagram,32.51,0
2025-12-25,ord_2634,Sunset Mug,referral,34.41,0
2025-12-25,ord_2635,Butter Dish,instagram,38.72,0
2025-12-25,ord_2636,Butter Dish,direct,35.33,0
2025-12-25,ord_2637,Ridge Vase,unknown,78.51,0
2025-12-25,ord_2638,Ridge Vase,unknown,69.44,1
2025-12-25,ord_2639,Planter,referral,53.22,0
2025-12-25,ord_2640,Dinner Plate Set,instagram,130.83,0
2025-12-25,ord_2641,Speckled Bowl,referral,51.43,0
2025-12-25,ord_2642,Butter Dish,instagram,39.14,1
2025-12-25,ord_2643,Ridge Vase,direct,53.71,1
2025-12-25,ord_2644,Serving Platter,instagram,84.37,0
2025-12-25,ord_2645,Dinner Plate Set,instagram,135.25,0
2025-12-25,ord_2646,Dinner Plate Set,direct,148.17,1
2025-12-25,ord_2647,Ridge Vase,instagram,79.11,1
2025-12-25,ord_2648,Planter,direct,46.28,1
2025-12-25,ord_2649,Ridge Vase,instagram,67.95,0
2025-12-25,ord_2650,Planter,instagram,59.02,0
2025-12-25,ord_2651,Serving Platter,direct,78.16,0
2025-12-25,ord_2652,Planter,direct,53.0,0
2025-12-25,ord_2653,Planter,direct,57.16,0
2025-12-25,ord_2654,Espresso Cup Pair,direct,45.25,1
2025-12-25,ord_2655,Sunset Mug,instagram,41.93,1
2025-12-25,ord_2656,Sunset Mug,instagram,48.4,0
2025-12-25,ord_2657,Speckled Bowl,direct,53.88,0
2025-12-25,ord_2658,Planter,direct,64.23,0
2025-12-25,ord_2659,Ridge Vase,referral,73.5,1
2025-12-25,ord_2660,Speckled Bowl,instagram,46.72,0
2025-12-25,ord_2661,Ridge Vase,instagram,53.57,0
2025-12-25,ord_2662,Speckled Bowl,instagram,47.43,1
2025-12-25,ord_2663,Espresso Cup Pair,instagram,47.78,0
2025-12-25,ord_2664,Dinner Plate Set,referral,122.25,0
2025-12-25,ord_2665,Sunset Mug,instagram,35.31,1
2025-12-25,ord_2666,Dinner Plate Set,referral,155.09,1
2025-12-25,ord_2667,Butter Dish,direct,43.12,0
2025-12-25,ord_2668,Planter,instagram,45.08,0
2025-12-25,ord_2669,Butter Dish,instagram,34.71,0
2025-12-25,ord_2670,Espresso Cup Pair,instagram,39.75,0
2025-12-25,ord_2671,Planter,direct,44.68,1
2025-12-25,ord_2672,Espresso Cup Pair,instagram,52.56,0
2025-12-25,ord_2673,Dinner Plate Set,unknown,111.53,0
2025-12-25,ord_2674,Espresso Cup Pair,referral,37.91,0
2025-12-25,ord_2675,Espresso Cup Pair,instagram,37.57,0
2025-12-25,ord_2676,Planter,referral,61.03,1
2025-12-25,ord_2677,Planter,direct,41.61,1
2025-12-26,ord_2678,Dinner Plate Set,instagram,106.92,0
2025-12-26,ord_2679,Sunset Mug,instagram,38.29,0
2025-12-26,ord_2680,Espresso Cup Pair,instagram,49.57,1
2025-12-26,ord_2681,Speckled Bowl,unknown,47.08,0
2025-12-26,ord_2682,Espresso Cup Pair,direct,52.68,0
2025-12-26,ord_2683,Dinner Plate Set,instagram,135.63,1
2025-12-26,ord_2684,Butter Dish,direct,32.87,0
2025-12-26,ord_2685,Dinner Plate Set,referral,152.39,0
2025-12-26,ord_2686,Ridge Vase,instagram,54.98,0
2025-12-26,ord_2687,Planter,unknown,42.03,0
2025-12-26,ord_2688,Sunset Mug,instagram,37.1,0
2025-12-26,ord_2689,Serving Platter,direct,84.39,0
2025-12-26,ord_2690,Sunset Mug,direct,46.21,0
2025-12-26,ord_2691,Speckled Bowl,instagram,49.95,0
2025-12-26,ord_2692,Serving Platter,instagram,118.07,1
2025-12-26,ord_2693,Sunset Mug,direct,35.72,1
2025-12-26,ord_2694,Sunset Mug,unknown,37.99,1
2025-12-26,ord_2695,Sunset Mug,direct,48.35,0
2025-12-26,ord_2696,Sunset Mug,referral,40.14,0
2025-12-26,ord_2697,Espresso Cup Pair,direct,51.74,0
2025-12-26,ord_2698,Ridge Vase,instagram,53.47,0
2025-12-26,ord_2699,Sunset Mug,direct,36.67,0
2025-12-26,ord_2700,Sunset Mug,direct,46.51,1
2025-12-26,ord_2701,Serving Platter,referral,80.86,1
2025-12-26,ord_2702,Ridge Vase,direct,68.61,1
2025-12-26,ord_2703,Speckled Bowl,unknown,38.06,0
2025-12-26,ord_2704,Butter Dish,instagram,30.0,1
2025-12-26,ord_2705,Sunset Mug,direct,43.75,0
2025-12-26,ord_2706,Sunset Mug,instagram,43.27,0
2025-12-26,ord_2707,Butter Dish,referral,34.74,0
2025-12-26,ord_2708,Butter Dish,direct,37.09,1
2025-12-26,ord_2709,Butter Dish,referral,30.85,1
2025-12-26,ord_2710,Sunset Mug,instagram,34.08,0
2025-12-26,ord_2711,Butter Dish,referral,41.15,0
2025-12-26,ord_2712,Speckled Bowl,instagram,44.13,1
2025-12-26,ord_2713,Ridge Vase,instagram,73.43,1
2025-12-26,ord_2714,Serving Platter,unknown,86.05,1
2025-12-26,ord_2715,Dinner Plate Set,direct,134.41,1
2025-12-26,ord_2716,Serving Platter,instagram,79.09,0
2025-12-26,ord_2717,Dinner Plate Set,instagram,118.63,0
2025-12-26,ord_2718,Sunset Mug,direct,33.73,0
2025-12-26,ord_2719,Serving Platter,instagram,100.22,0
2025-12-26,ord_2720,Butter Dish,instagram,41.95,0
2025-12-26,ord_2721,Sunset Mug,unknown,46.87,0
2025-12-26,ord_2722,Speckled Bowl,direct,40.54,1
2025-12-26,ord_2723,Butter Dish,instagram,33.85,0
2025-12-26,ord_2724,Sunset Mug,instagram,43.63,0
2025-12-26,ord_2725,Speckled Bowl,referral,58.4,1
2025-12-26,ord_2726,Butter Dish,direct,30.79,0
2025-12-26,ord_2727,Planter,direct,44.51,0
2025-12-26,ord_2728,Espresso Cup Pair,direct,38.34,1
2025-12-26,ord_2729,Serving Platter,instagram,116.6,0
2025-12-26,ord_2730,Sunset Mug,referral,35.71,1
2025-12-26,ord_2731,Sunset Mug,referral,47.86,0
2025-12-26,ord_2732,Serving Platter,referral,96.16,0
2025-12-26,ord_2733,Ridge Vase,instagram,69.4,0
2025-12-26,ord_2734,Dinner Plate Set,instagram,115.84,0
2025-12-26,ord_2735,Speckled Bowl,instagram,53.56,0
2025-12-26,ord_2736,Ridge Vase,direct,75.42,0
2025-12-26,ord_2737,Ridge Vase,instagram,61.09,0
2025-12-26,ord_2738,Ridge Vase,instagram,60.55,1
2025-12-26,ord_2739,Sunset Mug,referral,43.12,0
2025-12-26,ord_2740,Sunset Mug,direct,39.15,0
2025-12-26,ord_2741,Ridge Vase,instagram,74.94,1
2025-12-26,ord_2742,Planter,instagram,45.77,0
2025-12-26,ord_2743,Planter,direct,48.17,0
2025-12-26,ord_2744,Serving Platter,referral,77.24,0
2025-12-26,ord_2745,Butter Dish,referral,30.84,1
2025-12-26,ord_2746,Espresso Cup Pair,direct,52.58,0
2025-12-26,ord_2747,Speckled Bowl,referral,42.52,0
2025-12-26,ord_2748,Planter,instagram,45.19,1
2025-12-26,ord_2749,Serving Platter,direct,90.3,1
2025-12-27,ord_2750,Speckled Bowl,instagram,53.31,0
2025-12-27,ord_2751,Dinner Plate Set,unknown,120.5,1
2025-12-27,ord_2752,Dinner Plate Set,instagram,109.99,0
2025-12-27,ord_2753,Sunset Mug,unknown,45.5,0
2025-12-27,ord_2754,Ridge Vase,direct,59.98,0
2025-12-27,ord_2755,Dinner Plate Set,instagram,141.2,0
2025-12-27,ord_2756,Speckled Bowl,referral,56.72,1
2025-12-27,ord_2757,Espresso Cup Pair,instagram,48.46,0
2025-12-27,ord_2758,Espresso Cup Pair,referral,45.07,1
2025-12-27,ord_2759,Butter Dish,referral,40.53,1
2025-12-27,ord_2760,Espresso Cup Pair,referral,46.04,0
2025-12-27,ord_2761,Planter,referral,42.99,1
2025-12-27,ord_2762,Butter Dish,unknown,30.17,0
2025-12-27,ord_2763,Ridge Vase,direct,77.39,0
2025-12-27,ord_2764,Speckled Bowl,instagram,51.76,0
2025-12-27,ord_2765,Sunset Mug,referral,33.29,0
2025-12-27,ord_2766,Sunset Mug,instagram,46.63,0
2025-12-27,ord_2767,Espresso Cup Pair,direct,38.3,0
2025-12-27,ord_2768,Sunset Mug,instagram,45.57,0
2025-12-27,ord_2769,Espresso Cup Pair,unknown,52.83,0
2025-12-27,ord_2770,Planter,instagram,59.95,0
2025-12-27,ord_2771,Sunset Mug,direct,40.16,0
2025-12-27,ord_2772,Planter,unknown,56.26,0
2025-12-27,ord_2773,Sunset Mug,direct,33.28,1
2025-12-27,ord_2774,Dinner Plate Set,instagram,153.46,0
2025-12-27,ord_2775,Sunset Mug,direct,50.27,0
2025-12-27,ord_2776,Ridge Vase,direct,62.65,1
2025-12-27,ord_2777,Speckled Bowl,instagram,46.33,1
2025-12-27,ord_2778,Ridge Vase,instagram,65.14,0
2025-12-27,ord_2779,Ridge Vase,unknown,68.23,1
2025-12-27,ord_2780,Espresso Cup Pair,instagram,36.55,0
2025-12-27,ord_2781,Serving Platter,referral,95.7,0
2025-12-27,ord_2782,Dinner Plate Set,instagram,116.8,0
2025-12-27,ord_2783,Speckled Bowl,direct,52.24,0
2025-12-27,ord_2784,Ridge Vase,referral,83.27,1
2025-12-27,ord_2785,Speckled Bowl,direct,54.01,1
2025-12-27,ord_2786,Planter,direct,62.02,1
2025-12-27,ord_2787,Dinner Plate Set,referral,154.9,1
2025-12-27,ord_2788,Butter Dish,direct,29.35,0
2025-12-27,ord_2789,Espresso Cup Pair,direct,45.81,0
2025-12-27,ord_2790,Speckled Bowl,referral,51.69,0
2025-12-27,ord_2791,Speckled Bowl,unknown,56.97,1
2025-12-27,ord_2792,Planter,instagram,55.93,0
2025-12-27,ord_2793,Planter,instagram,56.09,1
2025-12-27,ord_2794,Serving Platter,instagram,112.13,1
2025-12-27,ord_2795,Planter,direct,45.66,1
2025-12-27,ord_2796,Sunset Mug,direct,40.26,1
2025-12-27,ord_2797,Sunset Mug,direct,49.52,1
2025-12-27,ord_2798,Serving Platter,direct,78.77,0
2025-12-27,ord_2799,Dinner Plate Set,direct,116.45,1
2025-12-27,ord_2800,Speckled Bowl,direct,50.36,0
2025-12-27,ord_2801,Speckled Bowl,instagram,42.23,0
2025-12-27,ord_2802,Butter Dish,instagram,33.55,1
2025-12-27,ord_2803,Ridge Vase,direct,60.69,0
2025-12-27,ord_2804,Planter,unknown,55.18,0
2025-12-27,ord_2805,Sunset Mug,instagram,43.32,1
2025-12-27,ord_2806,Sunset Mug,unknown,46.27,0
2025-12-27,ord_2807,Speckled Bowl,referral,37.69,1
2025-12-27,ord_2808,Butter Dish,unknown,30.83,0
2025-12-27,ord_2809,Butter Dish,unknown,38.9,0
2025-12-27,ord_2810,Serving Platter,instagram,82.01,0
2025-12-27,ord_2811,Ridge Vase,instagram,77.51,0
2025-12-27,ord_2812,Speckled Bowl,instagram,53.23,1
2025-12-28,ord_2813,Planter,referral,52.81,0
2025-12-28,ord_2814,Espresso Cup Pair,referral,43.89,0
2025-12-28,ord_2815,Planter,unknown,53.38,1
2025-12-28,ord_2816,Dinner Plate Set,direct,153.95,0
2025-12-28,ord_2817,Speckled Bowl,referral,46.04,1
2025-12-28,ord_2818,Speckled Bowl,instagram,42.83,1
2025-12-28,ord_2819,Ridge Vase,instagram,81.67,0
2025-12-28,ord_2820,Speckled Bowl,direct,54.0,0
2025-12-28,ord_2821,Sunset Mug,direct,33.64,0
2025-12-28,ord_2822,Espresso Cup Pair,unknown,52.64,0
2025-12-28,ord_2823,Ridge Vase,unknown,56.97,1
2025-12-28,ord_2824,Planter,direct,54.47,0
2025-12-28,ord_2825,Speckled Bowl,unknown,50.22,0
2025-12-28,ord_2826,Dinner Plate Set,unknown,135.23,0
2025-12-28,ord_2827,Espresso Cup Pair,direct,54.82,0
2025-12-28,ord_2828,Espresso Cup Pair,direct,44.43,0
2025-12-28,ord_2829,Espresso Cup Pair,direct,55.05,1
2025-12-28,ord_2830,Ridge Vase,unknown,60.73,0
2025-12-28,ord_2831,Sunset Mug,instagram,39.63,0
2025-12-28,ord_2832,Sunset Mug,direct,37.03,1
2025-12-28,ord_2833,Planter,instagram,62.49,0
2025-12-28,ord_2834,Dinner Plate Set,instagram,109.02,0
2025-12-28,ord_2835,Speckled Bowl,instagram,42.84,0
2025-12-28,ord_2836,Sunset Mug,direct,32.53,0
2025-12-28,ord_2837,Planter,direct,55.39,0
2025-12-28,ord_2838,Serving Platter,instagram,88.39,0
2025-12-28,ord_2839,Sunset Mug,instagram,37.42,0
2025-12-28,ord_2840,Speckled Bowl,referral,53.11,0
2025-12-28,ord_2841,Speckled Bowl,instagram,43.11,0
2025-12-28,ord_2842,Sunset Mug,direct,43.46,1
2025-12-28,ord_2843,Serving Platter,instagram,98.55,0
2025-12-28,ord_2844,Butter Dish,instagram,40.33,0
2025-12-28,ord_2845,Butter Dish,referral,35.47,0
2025-12-28,ord_2846,Speckled Bowl,instagram,55.25,1
2025-12-28,ord_2847,Sunset Mug,direct,48.18,0
2025-12-28,ord_2848,Ridge Vase,direct,70.61,1
2025-12-28,ord_2849,Sunset Mug,direct,50.49,0
2025-12-28,ord_2850,Sunset Mug,referral,39.18,0
2025-12-28,ord_2851,Sunset Mug,instagram,42.84,0
2025-12-28,ord_2852,Planter,direct,63.18,0
2025-12-28,ord_2853,Ridge Vase,unknown,70.72,1
2025-12-28,ord_2854,Sunset Mug,direct,37.43,0
2025-12-28,ord_2855,Butter Dish,direct,44.35,0
2025-12-28,ord_2856,Speckled Bowl,unknown,46.31,1
2025-12-28,ord_2857,Planter,referral,53.5,0
2025-12-28,ord_2858,Sunset Mug,instagram,46.35,0
2025-12-28,ord_2859,Speckled Bowl,direct,38.28,1
2025-12-28,ord_2860,Dinner Plate Set,direct,121.97,0
2025-12-28,ord_2861,Espresso Cup Pair,direct,47.64,0
2025-12-28,ord_2862,Butter Dish,referral,42.16,1
2025-12-28,ord_2863,Dinner Plate Set,instagram,116.19,1
2025-12-28,ord_2864,Dinner Plate Set,instagram,102.27,1
2025-12-28,ord_2865,Speckled Bowl,referral,42.24,0
2025-12-28,ord_2866,Butter Dish,instagram,37.59,0
2025-12-28,ord_2867,Speckled Bowl,instagram,46.25,1
2025-12-28,ord_2868,Butter Dish,direct,45.14,0
2025-12-28,ord_2869,Sunset Mug,unknown,45.62,1
2025-12-28,ord_2870,Speckled Bowl,unknown,52.23,0
2025-12-28,ord_2871,Speckled Bowl,direct,49.84,1
2025-12-28,ord_2872,Sunset Mug,instagram,37.65,0
2025-12-28,ord_2873,Speckled Bowl,direct,56.49,0
2025-12-28,ord_2874,Sunset Mug,instagram,50.96,1
2025-12-28,ord_2875,Serving Platter,direct,76.83,0
2025-12-28,ord_2876,Espresso Cup Pair,instagram,38.23,0
2025-12-28,ord_2877,Serving Platter,instagram,82.84,0
2025-12-28,ord_2878,Speckled Bowl,instagram,52.5,0
2025-12-28,ord_2879,Planter,instagram,50.77,0
2025-12-28,ord_2880,Speckled Bowl,direct,52.7,0
2025-12-28,ord_2881,Sunset Mug,referral,42.06,0
2025-12-28,ord_2882,Espresso Cup Pair,unknown,47.75,0
2025-12-28,ord_2883,Ridge Vase,instagram,61.28,1
2025-12-28,ord_2884,Ridge Vase,instagram,70.26,0
2025-12-28,ord_2885,Dinner Plate Set,instagram,142.61,0
2025-12-28,ord_2886,Dinner Plate Set,direct,140.01,0
2025-12-28,ord_2887,Speckled Bowl,instagram,38.23,1
2025-12-28,ord_2888,Serving Platter,direct,117.49,0
2025-12-28,ord_2889,Speckled Bowl,instagram,52.32,1
2025-12-28,ord_2890,Butter Dish,direct,44.53,0
2025-12-28,ord_2891,Speckled Bowl,referral,51.69,1
2025-12-28,ord_2892,Butter Dish,direct,41.7,0
2025-12-28,ord_2893,Espresso Cup Pair,instagram,52.87,1
2025-12-28,ord_2894,Planter,instagram,42.51,0
2025-12-28,ord_2895,Planter,unknown,48.06,0
2025-12-28,ord_2896,Butter Dish,instagram,33.45,0
2025-12-28,ord_2897,Ridge Vase,direct,63.96,1
2025-12-28,ord_2898,Butter Dish,referral,42.22,0
2025-12-28,ord_2899,Speckled Bowl,direct,48.23,0
2025-12-28,ord_2900,Ridge Vase,direct,58.87,0
2025-12-28,ord_2901,Espresso Cup Pair,unknown,44.64,0
2025-12-28,ord_2902,Serving Platter,instagram,110.95,0
2025-12-28,ord_2903,Serving Platter,instagram,83.75,0
2025-12-29,ord_2904,Dinner Plate Set,direct,121.44,0
2025-12-29,ord_2905,Butter Dish,instagram,44.53,0
2025-12-29,ord_2906,Ridge Vase,referral,64.33,0
2025-12-29,ord_2907,Speckled Bowl,instagram,37.6,0
2025-12-29,ord_2908,Sunset Mug,instagram,44.84,0
2025-12-29,ord_2909,Ridge Vase,instagram,73.22,1
2025-12-29,ord_2910,Sunset Mug,instagram,40.92,0
2025-12-29,ord_2911,Speckled Bowl,instagram,39.03,1
2025-12-29,ord_2912,Dinner Plate Set,instagram,114.5,0
2025-12-29,ord_2913,Espresso Cup Pair,instagram,52.52,1
2025-12-29,ord_2914,Sunset Mug,instagram,32.95,1
2025-12-29,ord_2915,Speckled Bowl,unknown,52.77,0
2025-12-29,ord_2916,Ridge Vase,unknown,63.21,0
2025-12-29,ord_2917,Butter Dish,instagram,32.53,1
2025-12-29,ord_2918,Sunset Mug,direct,44.1,0
2025-12-29,ord_2919,Dinner Plate Set,direct,153.31,1
2025-12-29,ord_2920,Speckled Bowl,instagram,52.79,0
2025-12-29,ord_2921,Sunset Mug,instagram,47.41,0
2025-12-29,ord_2922,Ridge Vase,direct,65.45,0
2025-12-29,ord_2923,Ridge Vase,direct,53.69,1
2025-12-29,ord_2924,Dinner Plate Set,instagram,138.83,0
2025-12-29,ord_2925,Espresso Cup Pair,direct,36.62,0
2025-12-29,ord_2926,Sunset Mug,referral,41.69,0
2025-12-29,ord_2927,Ridge Vase,instagram,75.42,0
2025-12-29,ord_2928,Butter Dish,direct,41.67,1
2025-12-29,ord_2929,Dinner Plate Set,unknown,145.45,1
2025-12-29,ord_2930,Butter Dish,unknown,40.95,0
2025-12-29,ord_2931,Speckled Bowl,instagram,55.08,1
2025-12-29,ord_2932,Sunset Mug,instagram,45.06,0
2025-12-29,ord_2933,Ridge Vase,direct,77.18,0
2025-12-29,ord_2934,Speckled Bowl,instagram,56.09,1
2025-12-29,ord_2935,Speckled Bowl,unknown,55.03,0
2025-12-29,ord_2936,Serving Platter,instagram,117.59,0
2025-12-29,ord_2937,Butter Dish,direct,40.14,0
2025-12-29,ord_2938,Butter Dish,instagram,31.0,0
2025-12-29,ord_2939,Ridge Vase,unknown,63.61,0
2025-12-29,ord_2940,Espresso Cup Pair,referral,54.71,0
2025-12-29,ord_2941,Serving Platter,unknown,104.8,0
2025-12-29,ord_2942,Butter Dish,instagram,37.68,1
2025-12-29,ord_2943,Ridge Vase,instagram,74.67,1
2025-12-29,ord_2944,Espresso Cup Pair,instagram,43.29,0
2025-12-29,ord_2945,Planter,referral,60.86,1
2025-12-29,ord_2946,Butter Dish,instagram,30.25,1
2025-12-29,ord_2947,Sunset Mug,instagram,48.11,1
2025-12-29,ord_2948,Ridge Vase,direct,81.49,1
2025-12-29,ord_2949,Planter,referral,49.67,0
2025-12-29,ord_2950,Sunset Mug,direct,43.2,0
2025-12-29,ord_2951,Speckled Bowl,referral,58.71,0
2025-12-29,ord_2952,Ridge Vase,instagram,52.86,1
2025-12-29,ord_2953,Speckled Bowl,referral,48.81,1
2025-12-29,ord_2954,Butter Dish,referral,36.51,0
2025-12-29,ord_2955,Ridge Vase,direct,74.99,0
2025-12-29,ord_2956,Butter Dish,instagram,36.94,0
2025-12-29,ord_2957,Dinner Plate Set,instagram,153.36,0
2025-12-29,ord_2958,Serving Platter,instagram,101.97,1
2025-12-29,ord_2959,Serving Platter,referral,106.17,0
2025-12-29,ord_2960,Planter,direct,57.34,1
2025-12-29,ord_2961,Espresso Cup Pair,instagram,42.25,0
2025-12-29,ord_2962,Ridge Vase,referral,72.53,0
2025-12-29,ord_2963,Espresso Cup Pair,referral,48.17,1
2025-12-29,ord_2964,Serving Platter,instagram,84.69,0
2025-12-29,ord_2965,Serving Platter,referral,99.69,0
2025-12-29,ord_2966,Speckled Bowl,instagram,57.47,0
2025-12-30,ord_2967,Dinner Plate Set,direct,148.09,0
2025-12-30,ord_2968,Speckled Bowl,instagram,50.07,0
2025-12-30,ord_2969,Speckled Bowl,referral,50.62,0
2025-12-30,ord_2970,Dinner Plate Set,instagram,128.19,0
2025-12-30,ord_2971,Sunset Mug,direct,49.12,0
2025-12-30,ord_2972,Espresso Cup Pair,referral,53.95,0
2025-12-30,ord_2973,Espresso Cup Pair,referral,42.94,0
2025-12-30,ord_2974,Speckled Bowl,referral,56.4,0
2025-12-30,ord_2975,Planter,instagram,61.49,0
2025-12-30,ord_2976,Sunset Mug,instagram,49.28,0
2025-12-30,ord_2977,Speckled Bowl,instagram,41.7,0
2025-12-30,ord_2978,Ridge Vase,instagram,77.79,0
2025-12-30,ord_2979,Sunset Mug,instagram,47.58,0
2025-12-30,ord_2980,Butter Dish,unknown,38.29,0
2025-12-30,ord_2981,Ridge Vase,direct,72.79,0
2025-12-30,ord_2982,Espresso Cup Pair,unknown,37.19,1
2025-12-30,ord_2983,Sunset Mug,direct,46.09,0
2025-12-30,ord_2984,Planter,instagram,46.5,1
2025-12-30,ord_2985,Butter Dish,referral,32.43,0
2025-12-30,ord_2986,Ridge Vase,unknown,60.58,0
2025-12-30,ord_2987,Planter,unknown,52.93,1
2025-12-30,ord_2988,Ridge Vase,instagram,72.0,0
2025-12-30,ord_2989,Butter Dish,unknown,32.99,1
2025-12-30,ord_2990,Speckled Bowl,instagram,46.42,0
2025-12-30,ord_2991,Dinner Plate Set,instagram,111.75,1
2025-12-30,ord_2992,Butter Dish,unknown,42.8,1
2025-12-30,ord_2993,Espresso Cup Pair,instagram,50.32,1
2025-12-30,ord_2994,Butter Dish,direct,34.65,0
2025-12-30,ord_2995,Sunset Mug,referral,48.18,0
2025-12-30,ord_2996,Speckled Bowl,instagram,37.8,0
2025-12-30,ord_2997,Serving Platter,instagram,109.47,1
2025-12-30,ord_2998,Espresso Cup Pair,instagram,42.85,0
2025-12-30,ord_2999,Speckled Bowl,instagram,56.25,1
2025-12-30,ord_3000,Butter Dish,referral,31.6,1
2025-12-30,ord_3001,Sunset Mug,direct,50.59,0
2025-12-30,ord_3002,Planter,direct,52.15,0
2025-12-30,ord_3003,Dinner Plate Set,referral,109.24,0
2025-12-30,ord_3004,Sunset Mug,unknown,35.82,0
2025-12-30,ord_3005,Sunset Mug,direct,49.52,0
2025-12-30,ord_3006,Sunset Mug,instagram,50.63,0
2025-12-30,ord_3007,Dinner Plate Set,direct,103.33,0
2025-12-30,ord_3008,Ridge Vase,instagram,59.12,1
2025-12-30,ord_3009,Butter Dish,direct,30.61,0
2025-12-30,ord_3010,Espresso Cup Pair,direct,41.31,0
2025-12-30,ord_3011,Ridge Vase,direct,60.12,1
2025-12-30,ord_3012,Dinner Plate Set,direct,159.26,1
2025-12-30,ord_3013,Sunset Mug,direct,44.91,1
2025-12-30,ord_3014,Ridge Vase,direct,72.1,0
2025-12-30,ord_3015,Ridge Vase,direct,60.9,0
2025-12-30,ord_3016,Ridge Vase,direct,78.15,0
2025-12-30,ord_3017,Serving Platter,direct,112.16,1
2025-12-30,ord_3018,Planter,instagram,51.79,1
2025-12-30,ord_3019,Dinner Plate Set,instagram,137.63,0
2025-12-30,ord_3020,Planter,unknown,43.86,0
2025-12-30,ord_3021,Sunset Mug,instagram,41.45,0
2025-12-30,ord_3022,Sunset Mug,unknown,37.83,0
2025-12-30,ord_3023,Ridge Vase,referral,78.69,0
